,sentiment,tweet
5396,0,bus stuck traffic gonna late
5397,1,its sleep timer i wanted watch gossip girl way tired goodnight
5398,0,yep supposed last weekend filthy weather
5399,0,voids torrent crashed hours downloading done time apparently voids fan ever
5400,0,feeling better still coughing moving yet impossible
5401,0,i swear dog anxiety issues
5402,0,heading div pay money
5403,0,i burnt finger toaster
5404,1,also sparkling green tea gross
5405,1,yes face book ah miss
5406,0,coverage sky dish really really bad moment blocks place really annoying
5407,1,pee jealous happy work um you receive viva do broadcast on line
5408,0,how forgive hurting one love
5409,0,shot calming
5410,0,i get thy
5411,0,awe leave shes ace shes one favorite actresses
5412,0,kicks two days since summer started suck already
5413,0,damp weather
5414,0,ever restaurant items menu lunch decision hard
5415,0,know suck master procrastinator guys much fun without
5416,0,last day back work tomorrow
5417,0,INTERNET like grade fast dieing
5418,0,oh noon i know i make one i get min lunch
5419,0,sorry bearer bad news
5420,0,wishing beach right
5421,0,walking puppies downtown also mystery missing cat solved locked basement nearly two days
5422,1,i hear ya
5423,0,is happy bunny
5424,0,melted maybe square inches skin ran cold water min two iced ice melted now hurts
5425,0,th credit phone sucks cannot even text people see happening like totally Greensville
5426,0,starting get really dizzy do tour Philippines so feel bliss knowing efforts worth
5427,0,stressed anything get better sigh
5428,0,ow rug burns
5429,0,is getting upset work coos bind bullies let go duty free shopping
5430,0,projects suck
5431,1,walking puppies downtown also mystery missing cat solved hid basement nearly two days
5432,0,the gigantic initial inertial get oneself work deadline
5433,0,site gang Montezuma phone
5434,0,please Jonas brothers add extra date Dublin November tried get tickets dye sold
5435,0,yea looks like sorry bat NT getting touch hectic
5436,0,i think rate ill class sigh
5437,0,new July gonna back home new
5438,0,i wish could fix dang thing
5439,0,second year
5440,0,i miss you
5441,0,so cold getting chill
5442,0,makes sad people phones sick
5443,1,aw actually i read first
5444,0,look said someone actually yes disgusted know
5445,1,i wish just van comes round we missed
5446,0,and basketball flat massive spider pavement chalks now sun gone
5447,0,miss
5448,1,damn got right suppose took long reply
5449,0,i always wake one minute alarm scheduled go
5450,0,i miss much heart aching without bub
5451,0,far vigorous pruning regretting removal many cucumber flowers cucumber plant
5452,1,following following sorry brouhaha missed
5453,0,okay dedicating tweet fact going apple store huge crack glass screen
5454,0,yes thinking staying office slightly less ridiculously hot
5455,0,tom today school played prov break i almost creed show ciao Paulo today i wish could
5456,0,very arduous task accomplish work stuff already done usual not either
5457,1,fruity pebbles what over lucky charms
5458,0,oh check stock port my marketing unable buy icon best price
5459,0,i PC
5460,0,vie burned like ginger kid sun arms red
5461,0,happy birthday mi excited go tonight gonna miss girl
5462,0,one even liked answers life last night shh
5463,1,cannot believe ital tequila ct know upset
5464,1,getting one field vehicles cleaned looks like action hero governor wants give another furlough day how nice
5465,0,twitter says needs break back bit capacity
5466,0,good bored work
5467,0,back work to moo day bee
5468,0,rile Gd holiday hub revise kiss
5469,0,oh PW done wrong the signing time article wrong Neil Maiman you tease Bea
5470,0,feeling low depressed holiday
5471,0,aha yeah hate seeing pain i i send hugs Hun i hate seeing your unhappy
5472,0,happened need text phone
5473,0,
5474,0,Jeff cannot get visa time come visit sad in news going laps tonight samba night away
5475,0,sew tired cubicle
5476,0,oh man sorry hear i hope everything works
5477,0,laying bed listening option miss Joe neck
5478,0,going check make sure fishes dead poor fishes
5479,0,cheered yelled shake these end chant suck kiss got suspended give public apology
5480,1,blah so registered coach summer eh tourney starts July my vacation fl life aha
5481,1,leaving soon Kansas city take stuff only days living Carthage left
5482,0,hello back an dim drunk much as love friends i hate unintentionally make feel
5483,1,oh read
5484,0,i close eyes i watch
5485,0,eating lunch wife like i wanted
5486,0,goddamn fucking sucks hugs
5487,0,will miss baby days
5488,1,lie like restaurant named gar fields nowhere found
5489,1,nice beta seaports still news on line madden
5490,0,that sucks man i hope weekend
5491,0,i ff wrong
5492,0,ready baby tomorrow growing fast
5493,0,jealousy makes you different person i freaking hate way gotta suck i guess
5494,0,tired i much church tine gotta write sermon wash flat iron hair eat much
5495,0,wk wishing i nannies grad ceremony coolant because sum thin i dent care mention sew sad
5496,0,not looking forward long trip morning sick
5497,1,just recollecting jog almost perfect except unknown type hanging vehicle too much mental noise mile jog
5498,0,i saw June make think jenny i miss much
5499,1,know clearing suppose nice sat sun
5500,0,oh busy see
5501,1,yesterday today weekend back work
5502,0,it looks like office TV does get ml network looks like ml not televising set lab game today waiters
5503,1,i bad enough time last night body decided wanted sick
5504,1,like double posting twitter happy not i take anything
5505,0,freaking i worse looks shirt shorts sandals looks like gonna rain outside boo yahoo weather
5506,0,they let queer boys donate blood
5507,0,had drums made peoples sets give back
5508,1,open its good but agree
5509,0,ditching missed i wish ruby boys would represent
5510,1,mean post concert blues happy well i sew know mean
5511,0,freezing cold cannot function right type weather starving max
5512,0,legs hurting i standing day
5513,0,wants set coffee shop money
5514,1,running things say starting think hate flooding in box Philippines tour
5515,1,live now live DJ jay em are click
5516,0,every time i succeed code i get sorry your credit card has been declined time
5517,1,damn i wish i going found late get wranglers kids i miss mountain jam every year
5518,1,oho missed tweets gonna stay awake night see announcement damn time difference
5519,1,just found baby cousin gonna dad at least married already everybody getting married kids
5520,0,had hottest streakiest day work area manager so happy going home
5521,0,tweeting ally court last time sad sad moment
5522,0,man sucks
5523,0,i cannot take chances sold tax i waited long
5524,1,sick right thankful chicken soup bed
5525,1,great time six flags yesterday summer friend spent night last night left bored
5526,0,i weird
5527,1,Hannah sitting outside came bit aha ago dads cutting grass
5528,1,nobody ever makes sad
5529,0,just came back watching terminator salvation Cathay much action i feel sorry Marcus though
5530,0,i gave brother hug took load furniture away house he took mattress i like
5531,0,scratchy scratchy throat warm fluids needed
5532,0,fact bad cook ships cooked neither chicken
5533,0,awful kiss
5534,0,at work punchy due two early morning pager events
5535,0,i saw sun i blink gone
5536,0,shh closed
5537,0,my ankle sore
5538,0,about take mess i take percentage back feeling worse
5539,0,NE muss note woke wanter
5540,0,gr stupid Ebonee disconnecting every seconds
5541,0,super pumped relay life Tonie i walking honor sweet grandpa uncle Howard past yesterday
5542,0,throat killing whining great
5543,0,editing crap school drag give ill home go home diva boring right
5544,0,i miss old ha ha i cannot tell name
5545,0,sale bodega
5546,1,thanks phone kept till asshole
5547,1,wow are watching outsiders smelly English
5548,0,neighborhood gas station gone kaput business no convenient trips ice whatever miles travel
5549,0,shh normally i would jump manning office solo today
5550,0,freezing math class
5551,1,turns June youth Shelton birthday going snag piece man candy miss you everyday hot chocolate
5552,0,last day la i sad
5553,1,really play
5554,0,hag friend must hang person right i miss along parker McPherson
5555,0,i feeling today going boring work till
5556,0,going home get home black berry woo hew get see present
5557,1,going home get home black berry woo hew get see present
5558,0,been working freaking computer trying save stuff hard drive seems i failed miserably
5559,0,oh hate Friday evening
5560,0,cherry threw ball an and bounced head landed lunch exploded everywhere
5561,0,taking care sick children
5562,0,getting hair cut today nervous
5563,0,oh i forget things see shah i hated it creped
5564,0,going work bummer
5565,1,you gave inspiration last update
5566,0,i tummy ache probably helped eating many tic cats
5567,0,went really long cycle ride mum brothers Han today my bum aches
5568,0,weather sucks
5569,0,feels icky today i need defense vitamin water i want sick mores
5570,1,oh noses seniors last day however tickling till floor giggling made totally worth plus senior sandwich
5571,1,i asked mum bout going tomorrow laughed face
5572,0,disgusted i cannot breathe right today
5573,0,back work
5574,0,on way ft Knox
5575,1,man cannot go Sunday because helping day piano recital sucks
5576,0,wow last hour twittering yet sent twitter guys bare
5577,0,got hair cut great stupid gum
5578,0,computer work working boo need new one gift
5579,0,is asking everyone please join praying mom got home ER go see heart doctor
5580,1,say
5581,1,eh you never heard Belfast where like everyone loves
